Campus;Categoria;Rótulo;Questão;Resposta
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você pensa em continuar sua formação na área de estudo em que você está hoje?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Nossa missão constante no PDI é: Proporcionar educação profissional, atuando em ensino, pesquisa e extensão, comprometidos com a formação cidadã, a inclusão social e o desenvolvimento regional. Você avalia que as ações da Administração estão alinhadas com esses propósitos?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Considera a quantidade e qualidade de materiais didáticos e recursos audiovisuais em sala de aula e laboratórios suficientes?";"Muito ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A possibilidade de participação em eventos (palestras, seminários, congressos, viagens de estudos) dentro e fora da instituição é:";"Muito bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"O seu interesse em participar de projetos de pesquisa e/ou extensão é";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Na sua percepção, as atividades de pesquisa e/ou extensão desenvolvidas pelo campus contribuem com os setores econômicos e sociais de sua região?";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"As ações de pesquisa, considerando divulgação, incentivo e apoio são";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"No seu campus, as ações administrativas e pedagógicas são transparentes?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"O seu campus promove a inclusão social de pessoas com necessidades especiais (materiais didáticos, acessibilidade, rampas, elevadores, banheiros, mesas adaptadas, piso tátil, etc.)?";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você tomou conhecimento dos resultados das últimas avaliações institucionais?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"As ações de pesquisa, considerando divulgação, incentivo e apoio são";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Você possui conhecimento das oportunidades de programas de cooperação exVistentes?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A divulgação das atividades previstas no calendário acadêmico e das atividades extras em seu campus é";"Bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 1 - Planejamento e Avaliação Institucional";"Você tomou conhecimento dos resultados das últimas avaliações institucionais?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"O IFC propicia oportunidades de formação e capacitação aos servidores?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você tem conhecimento da existência de políticas de acompanhamento de egressos?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"A sua participação, na elaboração do planejamento anual do seu campus, é";"Muito ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A instituição possui o Informativo IFC, enviado via e-mail para todos os servidores. Você lê o informativo?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você conhece o serviço de ouvidoria da instituição?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"Você tem conhecimento da existência de ações/mecanismos para identificação de fatores responsáveis pela evasão?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"Considera que a forma com que o processo de avaliação do estágio probatório é realizado é adequada?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"Existe coerência entre os cursos ofertados e os critérios de alocação de recursos destinados ao campus?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você tem conhecimento da existência de ações/mecanismos para identificação de fatores responsáveis pela evasão?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Sua avaliação sobre os benefícios oferecidos pelos programas de assistência ao estudante";"Muito ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Seu campus promove atividades artísticas e culturais?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"A possibilidade de participação em eventos (palestras, seminários, congressos, viagens de estudos) dentro e fora da instituição é";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A interação do IFC com a sociedade, em redes sociais, jornais, TV, Rádio e outros meios é";"Muito bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Na sua percepção, as atividades de pesquisa e/ou extensão desenvolvidas pelo campus contribuem com os setores econômicos e sociais de sua região?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"O respeito pelas diferenças de gênero, étnicas, religiosas e políticas da comunidade acadêmica, no seu campus, é";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A divulgação das atividades previstas no calendário acadêmico e das atividades extras em seu campus é";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 5 - Infraestrutura Física";"Considera a quantidade e a qualidade de materiais didáticos, recursos audiovisuais, em sala de aula e laboratórios, suficientes?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"As ações e deliberações dos conselhos e colegiados (Consuper, Codir, NDE, ConCampus, Colegiado do Curso e outros) são socializadas para os alunos e servidores?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"As ações de pesquisa, considerando divulgação, incentivo e apoio são";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"As ações de extensão, considerando divulgação, incentivo e apoio são";"Bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Na sua percepção, as atividades de pesquisa e/ou extensão desenvolvidas pelo campus contribuem com os setores econômicos e sociais de sua região?";"Muito ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"A divulgação das atividades previstas no calendário acadêmico e atividades extras em seu campus é";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"O atendimento da secretaria acadêmica/coordenação de registros escolares, em relação às suas necessidades, é satisfatório?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"O seu conhecimento referente ao NIT (Núcleo de Inovação Tecnológica) e suas ações no campus é";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Considera a quantidade e qualidade de materiais didáticos e recursos audiovisuais em sala de aula e laboratórios suficientes?";"Muito bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 1 - Planejamento e Avaliação Institucional";"Você julga que as questões levantadas contribuem para o aprimoramento da instituição?";"Bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"O seu campus promove a inclusão social de pessoas com necessidades especiais (materiais didáticos, acessibilidade, rampas, elevadores, banheiros, mesas adaptadas, piso tátil, etc.)?";"Bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Você conhece o NGA – Núcleo de Gestão Ambiental – e suas ações no campus?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Como você avalia a disponibilização das informações no site da instituição?";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você pensa em continuar sua formação na área de estudo em que você está hoje?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 1 - Planejamento e Avaliação Institucional";"Você julga que as questões levantadas contribuem para o aprimoramento da instituição?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"No seu campus, as ações administrativas e pedagógicas são transparentes?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você tomou conhecimento dos resultados das últimas avaliações institucionais?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Seu conhecimento das documentações oficiais (PDI, Regimento Interno, Plano Orçamentário e outros)";"Muito bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"As ações de pesquisa, considerando divulgação, incentivo e apoio são";"Bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"O seu interesse em participar de projetos de pesquisa e/ou extensão é";"Muito bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Você possui conhecimento das oportunidades de programas de cooperação exVistentes?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 1 - Planejamento e Avaliação Institucional";"Você tomou conhecimento dos resultados das últimas avaliações institucionais?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Nossa missão constante no PDI é: Proporcionar educação profissional, atuando em ensino, pesquisa e extensão, comprometidos com a formação cidadã, a inclusão social e o desenvolvimento regional. Você avalia que as ações da Administração estão alinhadas com esses propósitos?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"O seu interesse em participar de projetos de pesquisa e/ou extensão é";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A possibilidade de participação em eventos (palestras, seminários, congressos, viagens de estudos) dentro e fora da instituição é:";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você conhece o serviço de ouvidoria da instituição?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"O IFC propicia oportunidades de formação e capacitação aos servidores?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você tem conhecimento da existência de ações/mecanismos para identificação de fatores responsáveis pela evasão?";"Não"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"Considera que a forma com que o processo de avaliação do estágio probatório é realizado é adequada?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"A sua participação, na elaboração do planejamento anual do seu campus, é";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A instituição possui o Informativo IFC, enviado via e-mail para todos os servidores. Você lê o informativo?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Sua avaliação sobre os benefícios oferecidos pelos programas de assistência ao estudante";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"Você tem conhecimento da existência de ações/mecanismos para identificação de fatores responsáveis pela evasão?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 4 - Políticas de Gestão";"Existe coerência entre os cursos ofertados e os critérios de alocação de recursos destinados ao campus?";"Não sei responder"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"Você tem conhecimento da existência de políticas de acompanhamento de egressos?";"Sim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A divulgação das atividades previstas no calendário acadêmico e das atividades extras em seu campus é";"Ruim"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"O seu campus promove a inclusão social de pessoas com necessidades especiais (materiais didáticos, acessibilidade, rampas, elevadores, banheiros, mesas adaptadas, piso tátil, etc.)?";"Bom"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 3 - Políticas Acadêmicas";"A interação do IFC com a sociedade, em redes sociais, jornais, TV, Rádio e outros meios é";"Neutro"
"Campus Abelardo Luz";"Técnicos Administrativos";"Eixo 2 - Desenvolvimento Institucional";"Nossa missão constante no PDI é: Proporcionar educação profissional, atuando em ensino, pesquisa e extensão, comprometidos com a formação cidadã, a inclusão social e o desenvolvimento regional. Você avalia que as ações da Administração estão alinhadas com esses propósitos?";"Não"
